"russian_name","foreign_name","href","director","country","country2","year","duration","duration2","announced_name","announced_features"
"И ВСЁ-ТАКИ Я ВЕРЮ",NA,"http://www.kinohorosho.ru/node/1381","Михаил Ромм","СССР","not mixed",1974,120,"not short","И ВСЁ-ТАКИ Я ВЕРЮ","СССР, 1974, 120 мин."
"И.О. ХАДСАКЕРА","THE HUDSUCKER PROXY","http://www.kinohorosho.ru/node/288","Джоэл Коэн, Итан Коэн","США","not mixed",1994,111,"not short","И.О. ХАДСАКЕРАTHE HUDSUCKER PROXY","США, 1994, 111 мин."
"ИВАН-ДУРАК",NA,"http://www.kinohorosho.ru/node/749","Александр Дулерайн, Сергей Корягин","Россия","not mixed",2002,90,"not short","ИВАН-ДУРАК","Россия, 2002, 90 мин."
"ИДЕАЛЬНОЕ МЕСТО","L'ENDROIT IDÉAL","http://www.kinohorosho.ru/node/569","Brigitte Sy","Франция","not mixed",2008,30,"short","ИДЕАЛЬНОЕ МЕСТОL'ENDROIT IDÉAL","Франция, 2008, 30 мин."
"ЛЕГЕНДА О НАРАЯМЕ ","NARAYAMA-BUSHI KÔ","http://www.kinohorosho.ru/node/781","Сёхэй Имамура","Япония","not mixed",1983,130,"not short","ЛЕГЕНДА О НАРАЯМЕNARAYAMA-BUSHI KÔ ","Япония, 1983, 130 мин."
"ЛЕГЕНДА О НАРАЯМЕ ","NARAYAMA-BUSHI KÔ","http://www.kinohorosho.ru/node/780","Кеисуке Киносита","Япония","not mixed",1958,99,"not short","ЛЕГЕНДА О НАРАЯМЕNARAYAMA-BUSHI KÔ ","Япония, 1958, 99 мин."
"ЛЕГЕНДА О ПИАНИСТЕ","LA LEGGENDA DEL PIANISTA SULL'OCEANO","http://www.kinohorosho.ru/node/1382","Джузеппе Торнаторе","Италия","not mixed",1998,120,"not short","ЛЕГЕНДА О ПИАНИСТЕLA LEGGENDA DEL PIANISTA SULL'OCEANO","Италия, 1998, 120 мин."
"МАДАГАСКАР: ДНЕВНИК ПУТЕШЕСТВИЯ","MADAGASCAR, CARNET DE VOYAGE","http://www.kinohorosho.ru/node/589","Bastien Dubois","Франция","not mixed",2010,11,"short","МАДАГАСКАР: ДНЕВНИК ПУТЕШЕСТВИЯMADAGASCAR, CARNET DE VOYAGE","Франция, 2010, 11 мин."
"МАЛИКА УПОРХНУЛА","MALIKA S'EST ENVOLÉE","http://www.kinohorosho.ru/node/572","Jean-Paul Civeyrac","Франция","not mixed",2009,35,"short","МАЛИКА УПОРХНУЛАMALIKA S'EST ENVOLÉE","Франция, 2009, 35 мин."
"НАБЕРЕЖНАЯ ОРСЕ","QUAI D'ORSAY","http://www.kinohorosho.ru/node/1013","Бертран Тавернье","Франция","not mixed",2013,113,"not short","НАБЕРЕЖНАЯ ОРСЕQUAI D'ORSAY","Франция, 2013, 113 мин."
"О ДЕРЕВЬЯХ, СПИЛЕННЫХ В ПАРКЕ",NA,"http://www.kinohorosho.ru/node/871","Никита Сморкалов","Россия","not mixed",2013,2,"short","О ДЕРЕВЬЯХ, СПИЛЕННЫХ В ПАРКЕ","Россия, 2013, 2 мин."
"ОБХОД МИКА","MEEK'S CUTOFF","http://www.kinohorosho.ru/node/827","Келли Райхардт","США","not mixed",2010,104,"not short","ОБХОД МИКАMEEK'S CUTOFF","США, 2010, 104 мин."
"ПАРАЗИТ: ОКОНЧАНИЕ","KISEIJŪ KANKETSU-HEN","http://www.kinohorosho.ru/node/1298","Такаши Ямадзаки","Япония","not mixed",2015,118,"not short","Паразит: окончаниеKiseijū Kanketsu-hen","Япония, 2015, 118 мин."
"ПАРИЖ, ТЕХАС","PARIS, TEXAS","http://www.kinohorosho.ru/node/887","Вим Вендерс","Франция-Великобритания-Германия","mixed",1984,144,"not short","ПАРИЖ, ТЕХАС PARIS, TEXAS","Франция-Великобритания-Германия, 1984, 144 мин."
"ПАСТОРАЛЬ. УМЕРЕТЬ В ДЕРЕВНЕ","DEN-EN NI SHISU","http://www.kinohorosho.ru/node/1142","Сюдзи Тэраяма","Япония","not mixed",1974,104,"not short","ПАСТОРАЛЬ. УМЕРЕТЬ В ДЕРЕВНЕDEN-EN NI SHISU","Япония, 1974, 104 мин."
"РАЗБИТАЯ КОЛЕНКА И СТОЯЩИЙ МУЖЧИНА","LE GENOU BLESSÉ ET L'HOMME DEBOUT","http://www.kinohorosho.ru/node/581","Yann Chayia","Франция","not mixed",2009,16,"short","РАЗБИТАЯ КОЛЕНКА И СТОЯЩИЙ МУЖЧИНАLE GENOU BLESSÉ ET L'HOMME DEBOUT","Франция, 2009, 16 мин."
"РАЙ: ЛЮБОВЬ","PARADIES: LIEBE","http://www.kinohorosho.ru/node/459","Ульрих Зайдль","Австрия-Германия-Франция","mixed",2012,120,"not short","РАЙ: ЛЮБОВЬPARADIES: LIEBE  ","Австрия-Германия-Франция, 2012, 120 мин."
"САЙЛЕС МАРНЕР: ТКАЧ ИЗ РЕЙВЛОУ","SILAS MARNER: THE WEAVER OF RAVELOE","http://www.kinohorosho.ru/node/824","Джайлз Фостер","Великобритания","not mixed",1985,95,"not short","САЙЛЕС МАРНЕР: ТКАЧ ИЗ РЕЙВЛОУSILAS MARNER: THE WEAVER OF RAVELOE","Великобритания, 1985, 95 мин."
"САМОУБИЙСТВО В ЙОГА-ЦЕНТРЕ",NA,"http://www.kinohorosho.ru/node/1312","Андрей Смирнов, Иван Константинов","Россия","not mixed",2016,30,"short","Самоубийство в йога-центре","Россия, 2016, 30 мин."
"САМОУБИЙЦЫ: ИСТОРИЯ ЛЮБВИ","WRISTCUTTERS: A LOVE STORY","http://www.kinohorosho.ru/node/1138","Горан Дукич","США-Великобритания","mixed",2006,88,"not short","САМОУБИЙЦЫ: ИСТОРИЯ ЛЮБВИWRISTCUTTERS: A LOVE STORY","США-Великобритания, 2006, 88 мин."
"ТАК ДАЛЕКО, ТАК БЛИЗКО!","IN WEITER FERNE, SO NAH!","http://www.kinohorosho.ru/node/745","Вим Вендерс","Германия","not mixed",1993,146,"not short","ТАК ДАЛЕКО, ТАК БЛИЗКО!IN WEITER FERNE, SO NAH!","Германия, 1993, 146 мин."
"ТАКЕР: ЧЕЛОВЕК И ЕГО МЕЧТА  ","TUCKER: THE MAN AND HIS DREAM","http://www.kinohorosho.ru/node/747","Френсис Форд Коппола","США","not mixed",1988,100,"not short","ТАКЕР: ЧЕЛОВЕК И ЕГО МЕЧТАTUCKER: THE MAN AND HIS DREAM  ","США, 1988, 100 мин."
"ТЕД – РАДИ ЛЮБВИ","TED - FÖR KÄRLEKENS SKULL","http://www.kinohorosho.ru/node/1305","Ханнес Холм","Швеция","not mixed",2018,120,"not short","Тед – ради любвиTed - För kärlekens skull","Швеция, 2018, 120 мин."
"У ВЕНСАНА НЕТ ЧЕШУИ","VINCENT N'A PAS D'ÉCAILLES","http://www.kinohorosho.ru/node/1208","Тома Сальвадор","Франция","not mixed",2014,78,"not short","У ВЕНСАНА НЕТ ЧЕШУИVINCENT N'A PAS D'ÉCAILLES","Франция, 2014, 78 мин."
"УЛОВКА 22","CATCH-22","http://www.kinohorosho.ru/node/1213","Майк Николс","США","not mixed",1970,122,"not short","УЛОВКА 22CATCH-22","США, 1970, 122 мин."
"ФЕЙЕРВЕРКИ ПО СРЕДАМ","CHAHARSHANBE-SOORI","http://www.kinohorosho.ru/node/1197","Асгар Фархади","Иран","not mixed",2006,102,"not short","ФЕЙЕРВЕРКИ ПО СРЕДАМCHAHARSHANBE-SOORI","Иран, 2006, 102 мин."
"ЧЕЛОВЕК НА ГОРДИНИ","L'HOMME À LA GORDINI","http://www.kinohorosho.ru/node/591","Jean-Christophe Lie","Франция","not mixed",2009,10,"short","ЧЕЛОВЕК НА ГОРДИНИL'HOMME À LA GORDINI","Франция, 2009, 10 мин."
"ЧЕЛОВЕК, КОТОРЫЙ СПИТ","UN HOMME QUI DORT","http://www.kinohorosho.ru/node/1018","Жорж Перек, Бернар Кейзанн","Франция","not mixed",1974,78,"not short","ЧЕЛОВЕК, КОТОРЫЙ СПИТUN HOMME QUI DORT","Франция, 1974, 78 мин."
"ЧЕЛОВЕК, КОТОРЫЙ УПАЛ НА ЗЕМЛЮ","THE MAN WHO FELL TO EARTH","http://www.kinohorosho.ru/node/393","Николас Роуг","Великобритания","not mixed",1976,140,"not short","ЧЕЛОВЕК, КОТОРЫЙ УПАЛ НА ЗЕМЛЮTHE MAN WHO FELL TO EARTH","Великобритания, 1976, 140 мин."
"АНГЕЛ-ИСТРЕБИТЕЛЬ","EL ÁNGEL EXTERMINADOR","http://www.kinohorosho.ru/node/1087","Луис Бунюэль","Мексика","not mixed",1962,93,"not short","АНГЕЛ-ИСТРЕБИТЕЛЬEL ÁNGEL EXTERMINADOR","Мексика, 1962, 93 мин."
"АПАРТАМЕНТЫ 1",NA,"http://www.kinohorosho.ru/node/800","Александр Шапиро","Украина","not mixed",2012,50,"not short","АПАРТАМЕНТЫ 1(фильм и встреча с режиссёром)","Украина, 2012, 50 мин."
"АПОСТОЛ","L'APÔTRE","http://www.kinohorosho.ru/node/962","Шейен Каррон","Франция","not mixed",2011,100,"not short","АПОСТОЛ L'APÔTRE","Франция, 2011, 100 мин."
"АРМИ ЖИВА!","ARMI ELÄÄ!","http://www.kinohorosho.ru/node/1042","Йорн Доннер","Финляндия","not mixed",2015,85,"not short","АРМИ ЖИВА!ARMI ELÄÄ!","Финляндия, 2015, 85 мин."
"АШИК-КЕРИБ","ᲐᲨᲘᲙᲘ ᲥᲔᲠᲘᲑᲘ","http://www.kinohorosho.ru/node/1406","Сергей Параджанов, Додо Абашидзе","СССР","not mixed",1988,73,"not short","АШИК-КЕРИБაშიკი ქერიბი","СССР, 1988, 73 мин."
"БЕГИ, ЕСЛИ СМОЖЕШЬ!","RENN, WENN DU KANNST","http://www.kinohorosho.ru/node/639","Дитрих Брюггеманн","Германия","not mixed",2010,122,"not short","БЕГИ, ЕСЛИ СМОЖЕШЬ!RENN, WENN DU KANNST","Германия, 2010, 122 мин."
"БЕГИ, УЙЕ, БЕГИ","SPRING UJE SPRING","http://www.kinohorosho.ru/node/1391","Хенрик Шифферт","Швеция","not mixed",2020,78,"not short","БЕГИ, УЙЕ, БЕГИSPRING UJE SPRING","Швеция, 2020, 78 мин."
"БЕРЛИН, АЛЕКСАНДЕРПЛАЦ","BERLIN ALEXANDERPLATZ","http://www.kinohorosho.ru/node/1266","Райнер Вернер Фассбиндер","ФРГ","not mixed",1980,894,"not short","БЕРЛИН, АЛЕКСАНДЕРПЛАЦBERLIN ALEXANDERPLATZ","ФРГ, 1980, 894 мин."
"БЕССМЕРТНАЯ","L'IMMORTELLE","http://www.kinohorosho.ru/node/858","Ален Роб-Грийе","Франция-Турция-Италия","mixed",1963,102,"not short","БЕССМЕРТНАЯL'IMMORTELLE","Франция-Турция-Италия, 1963, 102 мин."
"БУДУЩЕЕ НАДЕЖДЫ","FUTUR D’EPOIR","http://www.kinohorosho.ru/node/1255","Гийом Тебо","Швейцария","not mixed",2016,94,"not short","БУДУЩЕЕ НАДЕЖДЫFUTUR D’EPOIR","Швейцария, 2016, 94 мин."
"БУДЮ, СПАСЕННЫЙ ИЗ ВОДЫ","BOUDU SAUVÉ DES EAUX","http://www.kinohorosho.ru/node/1341","Жан Ренуар","Франция","not mixed",1932,86,"not short","БУДЮ, СПАСЕННЫЙ ИЗ ВОДЫBOUDU SAUVÉ DES EAUX","Франция, 1932, 86 мин."
"ВЕЛИКИЕ РЕКИ СИБИРИ. БИРЮСА",NA,"http://www.kinohorosho.ru/node/971","Павел Фаттахутдинов, Светлана Боброва","Россия","not mixed",2014,29,"short","ВЕЛИКИЕ РЕКИ СИБИРИ. БИРЮСА","Россия, 2014, 29 мин."
"ВЕРЁВКИН - АРТ-БОМЖ",NA,"http://www.kinohorosho.ru/node/870","Никита Сморкалов, Егор Рогулёв","Россия","not mixed",2012,15,"short","Верёвкин - арт-бомж","Россия, 2012, 15 мин."
"ВОЛШЕБНАЯ ТАЙНА, ИЛИ ВОЗВРАЩЕНИЕ КАРЛА ШМИДТА","MAGICAL MYSTERY: ODER DIE RÜCKKEHR DES KARL SCHMIDT","http://www.kinohorosho.ru/node/1291","Арни Фельдхузен","Германия","not mixed",2017,111,"not short","ВОЛШЕБНАЯ ТАЙНА, ИЛИ ВОЗВРАЩЕНИЕ КАРЛА ШМИДТАMAGICAL MYSTERY: ODER DIE RÜCKKEHR DES KARL SCHMIDT ","Германия, 2017, 111 мин."
"ВОЛЬНЫЙ ВЫГУЛ - БАЛЛАДА О ПРИНЯТИИ МИРА","FREE RANGE - BALLAAD MAAILMA HEAKSKIITMISEST","http://www.kinohorosho.ru/node/1184","Вейко Ыунпуу","Эстония","not mixed",2013,104,"not short","ВОЛЬНЫЙ ВЫГУЛ - БАЛЛАДА О ПРИНЯТИИ МИРАFREE RANGE - BALLAAD MAAILMA HEAKSKIITMISEST","Эстония, 2013, 104 мин."
"ВОСТОК","'VOSTOK'","http://www.kinohorosho.ru/node/586","Jan Andersen","Франция","not mixed",2009,19,"short","ВОСТОК'VOSTOK'","Франция, 2009, 19 мин."
"ВОЯЧЕК","WOJACZEK","http://www.kinohorosho.ru/node/796","Лех Маевски","Польша","not mixed",1999,90,"not short","ВОЯЧЕК \ WOJACZEK","Польша, 1999, 90 мин."
"ВСЁ ТО, ЧТО СВЕРКАЕТ","TOUT CE QUI BRILLE","http://www.kinohorosho.ru/node/734","Эрве Мимран, Жеральдин Накаш","Франция","not mixed",2010,100,"not short","ВСЁ ТО, ЧТО СВЕРКАЕТ TOUT CE QUI BRILLE  ","Франция, 2010, 100 мин."
"ВЫ ИНОПЛАНЕТЯНИН?",NA,"http://www.kinohorosho.ru/node/1442","Анастасия Завадская, Владислав Баханович","Россия","not mixed",2022,85,"not short","ВЫ ИНОПЛАНЕТЯНИН?","Россия, 2022, 85 мин."
"ГОД АЛЖИРА","L'ANNÉE DE L'ALGÉRIE","http://www.kinohorosho.ru/node/582","May Bouhada","Франция","not mixed",2009,17,"short","ГОД АЛЖИРАL'ANNÉE DE L'ALGÉRIE","Франция, 2009, 17 мин."
"ГОСПОЖА ОЮ","OYÛ-SAMA","http://www.kinohorosho.ru/node/686","Кэндзи Мидзогути","Япония","not mixed",1951,94,"not short","ГОСПОЖА ОЮOYÛ-SAMA  ","Япония, 1951, 94 мин."
"ГРУППА «КОММИТМЕНТС»","THE COMMITMENTS","http://www.kinohorosho.ru/node/1143","Алан Паркер","Ирландия-Великобритания-США","mixed",1991,118,"not short","ГРУППА «КОММИТМЕНТС»THE COMMITMENTS","Ирландия-Великобритания-США, 1991, 118 мин."
"ДЕНЬ, КОГДА СВИНЬЯ УПАЛА В КОЛОДЕЦ","DAIJIGA UMULE PAJINNAL","http://www.kinohorosho.ru/node/1139","Хон Сан-Су","Южная Корея","not mixed",1996,115,"not short","ДЕНЬ, КОГДА СВИНЬЯ УПАЛА В КОЛОДЕЦDAIJIGA UMULE PAJINNAL","Корея Южная, 1996, 115 мин."
"ДЕСЯТЬ НОЧЕЙ ГРЁЗ","YUME J Û-YA","http://www.kinohorosho.ru/node/1123","Акио Джиссоджи, Кон Итиква, Йошитака Амано, Масаки Кавахара, Сузуки Мацуо, Мива Нишикава, Ацуши Шимидзу, Такаши Шимизду, Кейсуке Тойошима, Юдаи Ямагучи, Нобухиро Ямашита","Япония","not mixed",2006,102,"not short","ДЕСЯТЬ НОЧЕЙ ГРЁЗYUME J Û-YA","Япония, 2006, 102 мин."
"ЖИЗНЬ АДЕЛЬ","LA VIE D'ADÈLE","http://www.kinohorosho.ru/node/725","Абделатиф Кешиш","Франция","not mixed",2013,179,"not short","ЖИЗНЬ АДЕЛЬ  LA VIE D'ADÈLE ","Франция, 2013, 179 мин."
"ЗАТМЕНИЕ","L'ECLISSE","http://www.kinohorosho.ru/node/1368","Микеланджело Антониони","Италия","not mixed",1962,126,"not short","ЗАТМЕНИЕL'ECLISSE","Италия, 1962, 126 мин."
"ИСТОРИЯ АВИАЦИИ","L'HISTOIRE DE L'AVIATION","http://www.kinohorosho.ru/node/562","Bálint Kenyeres","Франция-Венгрия","mixed",2009,17,"short","ИСТОРИЯ АВИАЦИИL'HISTOIRE DE L'AVIATION","Франция-Венгрия, 2009, 17 мин."
"ИСТОРИЯ АСИ КЛЯЧИНОЙ, КОТОРАЯ ЛЮБИЛА, ДА НЕ ВЫШЛА ЗАМУЖ",NA,"http://www.kinohorosho.ru/node/1419","Андрей Кончаловский","СССР","not mixed",1967,93,"not short","ИСТОРИЯ АСИ КЛЯЧИНОЙ, КОТОРАЯ ЛЮБИЛА, ДА НЕ ВЫШЛА ЗАМУЖ","СССР, 1967, 93 мин."
"КАФЕ «БАГДАД»","BAGDAD CAFE","http://www.kinohorosho.ru/node/1078","Перси Адлон","ФРГ-США","mixed",1987,112,"not short","КАФЕ «БАГДАД»BAGDAD CAFE","ФРГ-США, 1987, 112 мин."
"КВАНХЭ, ЧЕЛОВЕК, КОТОРЫЙ СТАЛ КОРОЛЕМ","광해, 왕이 된 남자","http://www.kinohorosho.ru/node/1068","Чху Чхан-Мин","Южная Корея","not mixed",2012,131,"not short","КВАНХЭ, ЧЕЛОВЕК, КОТОРЫЙ СТАЛ КОРОЛЕМ광해, 왕이 된 남자","Южная Корея, 2012, 131 мин."
"КИНО - БЕГСТВО ОТ ЖИЗНИ",NA,"http://www.kinohorosho.ru/node/371","Йос Стеллинг","Нидерланды","not mixed",1986,97,"not short","КИНО - БЕГСТВО ОТ ЖИЗНИ","Нидерланды, 1986, 97 мин."
"КНИГА ТУНДРЫ:ПОВЕСТЬ О ВУКВУКАЕ –МАЛЕНЬКОМ КАМНЕ",NA,"http://www.kinohorosho.ru/node/899","Алексей Вахрушев","Россия","not mixed",2011,105,"not short","КНИГА ТУНДРЫ:ПОВЕСТЬ О ВУКВУКАЕ –МАЛЕНЬКОМ КАМНЕ","Россия, 2011, 105 мин."
"КОЛЛЕКЦИЯ №1. ВЕСНА",NA,"http://www.kinohorosho.ru/node/873","Сергей Чазов","Россия","not mixed",2014,64,"not short","КОЛЛЕКЦИЯ №1. ВЕСНА","Россия, 2014, 64 мин."
